post_id,title,description,category,price,dong,latitude,longitude,created_at,view_count,like_count,chat_count
194,갤럭시 버즈 필요하신 분 가져가세요,집 정리하면서 갤럭시 버즈 내놓습니다. 사당동에서 직거래 가능합니다.,디지털기기,92000,사당동,37.47633518820412,126.9850934093226,2026-06-01 08:08:03,198,96,34
195,코딩 테스트 책 상태 좋아요,흑석동에서 거래 가능한 코딩 테스트 책입니다. 상태 좋고 빠른 거래 원합니다.,도서,27000,흑석동,37.5062285851609,126.9606333673306,2026-05-23 03:57:03,552,17,24
196,전기히터 사용감 적어요,전기히터 상태 양호합니다. 봉천동 근처에서 시간 맞춰 거래 가능합니다.,생활가전,34000,봉천동,37.477995475542066,126.93732784328373,2026-06-04 09:08:03,699,77,38
197,퍼즐 급처합니다,퍼즐 판매합니다. 흑석동 근처 직거래 가능하고 사용감은 적은 편입니다.,게임/취미,30000,흑석동,37.513171597632024,126.96822077556115,2026-05-07 07:13:03,989,1,13
198,전기장판 급처합니다,집 정리하면서 전기장판 내놓습니다. 청룡동에서 직거래 가능합니다.,생활가전,40000,청룡동,37.481536501274164,126.95129259555551,2026-05-19 06:43:03,299,48,29
199,컴퓨터활용능력 교재 이사 정리합니다,흑석동에서 거래 가능한 컴퓨터활용능력 교재입니다. 상태 좋고 빠른 거래 원합니다.,도서,20000,흑석동,37.50793930170579,126.96422524727464,2026-05-12 06:34:03,218,47,20
200,맨투맨 판매합니다,맨투맨 상태 양호합니다. 대학동 근처에서 시간 맞춰 거래 가능합니다.,의류,47000,대학동,37.46889865285978,126.93559839774741,2026-05-17 18:06:03,312,19,12
201,운동화 사용감 적어요,집 정리하면서 운동화 내놓습니다. 대학동에서 직거래 가능합니다.,의류,145000,대학동,37.466999585285805,126.93726546328726,2026-05-22 11:46:03,824,45,10
202,전신거울 판매합니다,신림동에서 거래 가능한 전신거울입니다. 상태 좋고 빠른 거래 원합니다.,가구/인테리어,16000,신림동,37.479879679416655,126.92551029646465,2026-05-12 17:06:03,150,80,14
203,로퍼 이사 정리합니다,사당동에서 거래 가능한 로퍼입니다. 상태 좋고 빠른 거래 원합니다.,의류,94000,사당동,37.47647854384003,126.97666612356993,2026-05-15 19:33:03,641,61,42
204,디퓨저 판매합니다,디퓨저 상태 양호합니다. 신림동 근처에서 시간 맞춰 거래 가능합니다.,생활용품,22000,신림동,37.48350573208676,126.93339711912795,2026-05-19 08:31:03,524,89,43
205,책장 저렴하게 내놓습니다,책장 판매합니다. 낙성대동 근처 직거래 가능하고 사용감은 적은 편입니다.,가구/인테리어,44000,낙성대동,37.479749363320835,126.95439019243815,2026-05-17 01:16:03,844,45,17
206,블록 장난감 급처합니다,청룡동 인근에서 거래 원합니다. 블록 장난감 필요하신 분 연락 주세요.,유아용품,15000,청룡동,37.4799926402224,126.9532270143953,2026-05-15 20:44:03,42,11,25
207,외장하드 판매합니다,낙성대동에서 거래 가능한 외장하드입니다. 상태 좋고 빠른 거래 원합니다.,디지털기기,83000,낙성대동,37.481573292232895,126.96333839745637,2026-05-09 03:51:03,813,42,36
208,냄비 세트 급처합니다,냄비 세트 상태 양호합니다. 청룡동 근처에서 시간 맞춰 거래 가능합니다.,생활용품,131000,청룡동,37.485193116508654,126.95333509864048,2026-05-28 15:33:03,86,87,17
209,아이패드 미니 사용감 적어요,아이패드 미니 판매합니다. 신림동 근처 직거래 가능하고 사용감은 적은 편입니다.,디지털기기,550000,신림동,37.48082450250715,126.92640472194304,2026-05-31 18:40:03,417,9,19
210,기저귀 정리함 사용감 적어요,기저귀 정리함 판매합니다. 상도동 근처 직거래 가능하고 사용감은 적은 편입니다.,유아용품,10000,상도동,37.49692144004395,126.92676018246566,2026-05-19 18:10:03,64,12,27
211,통기타 사용감 적어요,신림동 인근에서 거래 원합니다. 통기타 필요하신 분 연락 주세요.,게임/취미,260000,신림동,37.48105737845896,126.92985875121211,2026-05-21 10:10:03,576,48,27
212,카시트 거의 새상품입니다,청룡동에서 거래 가능한 카시트입니다. 상태 좋고 빠른 거래 원합니다.,유아용품,72000,청룡동,37.47774276890603,126.95159621975397,2026-05-28 13:08:03,738,100,40
213,푸쉬업바 저렴하게 내놓습니다,신림동 인근에서 거래 원합니다. 푸쉬업바 필요하신 분 연락 주세요.,스포츠/레저,19000,신림동,37.48350979515976,126.92956985032221,2026-05-25 09:26:03,145,11,11
214,디퓨저 저렴하게 내놓습니다,신림동에서 거래 가능한 디퓨저입니다. 상태 좋고 빠른 거래 원합니다.,생활용품,27000,신림동,37.48783718177268,126.92412340614884,2026-05-19 14:54:03,622,100,20
215,아기 장난감 저렴하게 내놓습니다,아기 장난감 상태 양호합니다. 청룡동 근처에서 시간 맞춰 거래 가능합니다.,유아용품,38000,청룡동,37.47921131265375,126.9526312394221,2026-05-30 20:08:03,183,17,17
216,토스터기 필요하신 분 가져가세요,집 정리하면서 토스터기 내놓습니다. 대학동에서 직거래 가능합니다.,생활가전,27000,대학동,37.47185033687769,126.93773806398039,2026-05-21 15:09:03,267,31,46
217,트레이닝 팬츠 저렴하게 내놓습니다,낙성대동 인근에서 거래 원합니다. 트레이닝 팬츠 필요하신 분 연락 주세요.,의류,8000,낙성대동,37.479840764619574,126.9568954171628,2026-05-06 05:11:03,871,79,24
218,자전거 헬멧 상태 좋아요,대학동 인근에서 거래 원합니다. 자전거 헬멧 필요하신 분 연락 주세요.,스포츠/레저,35000,대학동,37.4685144815158,126.93874957767673,2026-05-21 07:21:03,997,50,20
219,목줄 급처합니다,집 정리하면서 목줄 내놓습니다. 사당동에서 직거래 가능합니다.,반려동물용품,11000,사당동,37.477522270342504,126.9820562908545,2026-05-10 05:09:03,126,72,12
220,식기 세트 이사 정리합니다,집 정리하면서 식기 세트 내놓습니다. 청룡동에서 직거래 가능합니다.,생활용품,42000,청룡동,37.48119303215289,126.95403336039654,2026-05-09 19:28:03,848,52,43
221,슬랙스 상태 좋아요,집 정리하면서 슬랙스 내놓습니다. 상도동에서 직거래 가능합니다.,의류,14000,상도동,37.4996661264303,126.93520392184477,2026-05-21 22:02:03,606,51,34
222,아기 옷 세트 판매합니다,아기 옷 세트 상태 양호합니다. 사당동 근처에서 시간 맞춰 거래 가능합니다.,유아용품,43000,사당동,37.47824693887196,126.9782633849328,2026-05-16 15:26:03,797,31,42
223,플스5 게임 타이틀 필요하신 분 가져가세요,집 정리하면서 플스5 게임 타이틀 내놓습니다. 사당동에서 직거래 가능합니다.,게임/취미,26000,사당동,37.476787977668494,126.98240518295525,2026-06-05 14:16:03,237,65,47
224,피규어 이사 정리합니다,집 정리하면서 피규어 내놓습니다. 사당동에서 직거래 가능합니다.,게임/취미,128000,사당동,37.47504967387599,126.97684562653026,2026-05-11 19:55:03,717,64,9
225,선풍기 필요하신 분 가져가세요,봉천동에서 거래 가능한 선풍기입니다. 상태 좋고 빠른 거래 원합니다.,생활가전,28000,봉천동,37.482811148298005,126.94008300296635,2026-05-25 08:11:03,476,100,13
226,전기히터 이사 정리합니다,사당동에서 거래 가능한 전기히터입니다. 상태 좋고 빠른 거래 원합니다.,생활가전,48000,사당동,37.47269362681784,126.9846005012575,2026-06-03 19:25:03,33,43,41
227,로퍼 상태 좋아요,낙성대동 인근에서 거래 원합니다. 로퍼 필요하신 분 연락 주세요.,의류,86000,낙성대동,37.47364451775151,126.96000478876661,2026-05-23 03:18:03,826,51,40
228,아기 장난감 판매합니다,집 정리하면서 아기 장난감 내놓습니다. 청룡동에서 직거래 가능합니다.,유아용품,42000,청룡동,37.47898344830516,126.95473759743338,2026-05-23 05:32:03,731,27,13
229,인덕션 저렴하게 내놓습니다,낙성대동 인근에서 거래 원합니다. 인덕션 필요하신 분 연락 주세요.,생활가전,113000,낙성대동,37.47707715019627,126.95999108585667,2026-05-30 03:25:03,278,85,31
230,통기타 필요하신 분 가져가세요,봉천동 인근에서 거래 원합니다. 통기타 필요하신 분 연락 주세요.,게임/취미,210000,봉천동,37.485606133831844,126.94578682579804,2026-05-09 02:53:03,186,86,45
231,플스4 게임 타이틀 상태 좋아요,사당동에서 거래 가능한 플스4 게임 타이틀입니다. 상태 좋고 빠른 거래 원합니다.,게임/취미,25000,사당동,37.47670824869487,126.9807823910621,2026-05-27 14:21:03,392,88,9
232,수납장 필요하신 분 가져가세요,수납장 판매합니다. 상도동 근처 직거래 가능하고 사용감은 적은 편입니다.,가구/인테리어,144000,상도동,37.50014912575833,126.93089642026192,2026-05-15 23:48:03,951,82,11
233,침대 프레임 사용감 적어요,침대 프레임 상태 양호합니다. 흑석동 근처에서 시간 맞춰 거래 가능합니다.,가구/인테리어,63000,흑석동,37.51195215940654,126.96823829089415,2026-05-09 06:32:03,506,17,12
234,담요 필요하신 분 가져가세요,집 정리하면서 담요 내놓습니다. 흑석동에서 직거래 가능합니다.,생활용품,50000,흑석동,37.50410860705643,126.96621056618545,2026-05-10 03:01:03,181,10,36
235,파이썬 입문서 거의 새상품입니다,파이썬 입문서 상태 양호합니다. 청룡동 근처에서 시간 맞춰 거래 가능합니다.,도서,17000,청룡동,37.48115313343031,126.95280805980214,2026-05-31 02:56:03,770,98,49
236,Xbox 컨트롤러 거의 새상품입니다,Xbox 컨트롤러 상태 양호합니다. 사당동 근처에서 시간 맞춰 거래 가능합니다.,게임/취미,35000,사당동,37.472624164388776,126.98490070716542,2026-05-11 18:04:03,569,27,27
237,운동복 세트 판매합니다,흑석동 인근에서 거래 원합니다. 운동복 세트 필요하신 분 연락 주세요.,의류,59000,흑석동,37.51191888912596,126.9606987816759,2026-05-09 15:04:03,896,15,49
238,필름 카메라 필요하신 분 가져가세요,필름 카메라 상태 양호합니다. 낙성대동 근처에서 시간 맞춰 거래 가능합니다.,게임/취미,101000,낙성대동,37.47530815478952,126.95641085018791,2026-05-11 10:40:03,221,7,36
239,청소도구 세트 사용감 적어요,대학동 인근에서 거래 원합니다. 청소도구 세트 필요하신 분 연락 주세요.,생활용품,41000,대학동,37.475227719949935,126.93965691048292,2026-05-28 00:35:03,705,12,8
240,애플워치 상태 좋아요,애플워치 판매합니다. 낙성대동 근처 직거래 가능하고 사용감은 적은 편입니다.,디지털기기,194000,낙성대동,37.47572700750302,126.95502171633076,2026-05-14 06:39:03,263,97,43
241,인문교양서 필요하신 분 가져가세요,집 정리하면서 인문교양서 내놓습니다. 상도동에서 직거래 가능합니다.,도서,7000,상도동,37.50154703615728,126.93477317356833,2026-05-16 15:07:03,537,95,17
242,강아지 장난감 사용감 적어요,신림동에서 거래 가능한 강아지 장난감입니다. 상태 좋고 빠른 거래 원합니다.,반려동물용품,26000,신림동,37.48715677926648,126.92797715868188,2026-05-21 20:50:03,724,45,4
243,아기 그림책 급처합니다,흑석동 인근에서 거래 원합니다. 아기 그림책 필요하신 분 연락 주세요.,유아용품,15000,흑석동,37.50946142110917,126.96345337904009,2026-05-10 08:11:03,570,73,8
244,덤벨 세트 판매합니다,집 정리하면서 덤벨 세트 내놓습니다. 봉천동에서 직거래 가능합니다.,스포츠/레저,12000,봉천동,37.479623182063975,126.9434859188191,2026-06-02 12:04:03,477,0,27
245,원목 식탁 상태 좋아요,대학동에서 거래 가능한 원목 식탁입니다. 상태 좋고 빠른 거래 원합니다.,가구/인테리어,385000,대학동,37.46725525079159,126.93576341566933,2026-05-25 09:27:03,390,85,41
246,영어 회화책 급처합니다,상도동에서 거래 가능한 영어 회화책입니다. 상태 좋고 빠른 거래 원합니다.,도서,8000,상도동,37.4968619086146,126.93279982725122,2026-06-05 11:02:03,89,16,37
247,아이폰 13 사용감 적어요,집 정리하면서 아이폰 13 내놓습니다. 봉천동에서 직거래 가능합니다.,디지털기기,317000,봉천동,37.48565956833828,126.93763201533208,2026-05-21 15:18:03,402,11,46
248,캠핑 테이블 상태 좋아요,캠핑 테이블 판매합니다. 상도동 근처 직거래 가능하고 사용감은 적은 편입니다.,스포츠/레저,56000,상도동,37.496241165497906,126.92951187718826,2026-06-03 00:56:03,18,78,41
249,맨투맨 필요하신 분 가져가세요,맨투맨 판매합니다. 흑석동 근처 직거래 가능하고 사용감은 적은 편입니다.,의류,15000,흑석동,37.51110009148896,126.96211535640383,2026-05-08 14:24:03,780,15,37
250,젖병 소독기 상태 좋아요,청룡동 인근에서 거래 원합니다. 젖병 소독기 필요하신 분 연락 주세요.,유아용품,41000,청룡동,37.479049208100065,126.95711279245096,2026-05-28 23:54:03,624,92,38
251,USB 허브 거의 새상품입니다,USB 허브 상태 양호합니다. 청룡동 근처에서 시간 맞춰 거래 가능합니다.,디지털기기,37000,청룡동,37.484038015995765,126.95563778031726,2026-05-29 18:07:03,312,82,3
252,운동화 필요하신 분 가져가세요,운동화 판매합니다. 봉천동 근처 직거래 가능하고 사용감은 적은 편입니다.,의류,147000,봉천동,37.48693924401674,126.93791982880732,2026-05-15 22:28:03,550,1,23
253,우쿨렐레 사용감 적어요,집 정리하면서 우쿨렐레 내놓습니다. 낙성대동에서 직거래 가능합니다.,게임/취미,118000,낙성대동,37.473957429385166,126.96282579288933,2026-06-03 16:55:03,79,1,16
254,아기 옷 세트 거의 새상품입니다,집 정리하면서 아기 옷 세트 내놓습니다. 상도동에서 직거래 가능합니다.,유아용품,49000,상도동,37.49612680443805,126.92683597073777,2026-05-24 14:52:03,559,68,39
255,미니 냉장고 급처합니다,미니 냉장고 상태 양호합니다. 낙성대동 근처에서 시간 맞춰 거래 가능합니다.,생활가전,133000,낙성대동,37.47823154569463,126.95670169493397,2026-05-23 22:52:03,791,83,43
256,아기 욕조 급처합니다,아기 욕조 판매합니다. 신림동 근처 직거래 가능하고 사용감은 적은 편입니다.,유아용품,10000,신림동,37.47975028619687,126.9306607957886,2026-05-07 04:25:03,474,78,38
257,책장 판매합니다,낙성대동에서 거래 가능한 책장입니다. 상태 좋고 빠른 거래 원합니다.,가구/인테리어,40000,낙성대동,37.47439246961526,126.95731869430892,2026-05-21 05:59:03,539,100,46
258,영어 회화책 저렴하게 내놓습니다,신림동 인근에서 거래 원합니다. 영어 회화책 필요하신 분 연락 주세요.,도서,18000,신림동,37.48547532832899,126.92896147568935,2026-05-28 01:28:03,279,91,36
259,공구 세트 판매합니다,공구 세트 상태 양호합니다. 흑석동 근처에서 시간 맞춰 거래 가능합니다.,생활용품,31000,흑석동,37.51054120431563,126.95975333603533,2026-05-25 12:16:03,801,13,36
260,식기 세트 판매합니다,식기 세트 판매합니다. 신림동 근처 직거래 가능하고 사용감은 적은 편입니다.,생활용품,10000,신림동,37.488511600771574,126.93257485197748,2026-05-21 06:08:03,952,19,11
261,디퓨저 급처합니다,디퓨저 판매합니다. 사당동 근처 직거래 가능하고 사용감은 적은 편입니다.,생활용품,31000,사당동,37.47532808166738,126.9816204094256,2026-05-06 18:12:03,287,9,36
262,아이패드 미니 급처합니다,집 정리하면서 아이패드 미니 내놓습니다. 신림동에서 직거래 가능합니다.,디지털기기,285000,신림동,37.482473009217266,126.92953091395324,2026-05-08 02:37:03,299,99,19
263,갤럭시 버즈 급처합니다,갤럭시 버즈 상태 양호합니다. 대학동 근처에서 시간 맞춰 거래 가능합니다.,디지털기기,140000,대학동,37.471516909349845,126.93673360675855,2026-05-26 17:53:03,258,59,23
264,토트백 급처합니다,낙성대동에서 거래 가능한 토트백입니다. 상태 좋고 빠른 거래 원합니다.,의류,114000,낙성대동,37.480571986142515,126.96310990262144,2026-06-05 09:58:03,364,81,44
265,와이파이 공유기 필요하신 분 가져가세요,대학동에서 거래 가능한 와이파이 공유기입니다. 상태 좋고 빠른 거래 원합니다.,디지털기기,36000,대학동,37.472716524747,126.93273026638359,2026-05-20 10:06:03,513,7,9
266,로퍼 필요하신 분 가져가세요,집 정리하면서 로퍼 내놓습니다. 사당동에서 직거래 가능합니다.,의류,25000,사당동,37.472348304843294,126.98227820728289,2026-05-18 14:00:03,146,81,25
267,기저귀 정리함 상태 좋아요,청룡동 인근에서 거래 원합니다. 기저귀 정리함 필요하신 분 연락 주세요.,유아용품,21000,청룡동,37.48451899834688,126.95096251568779,2026-05-09 06:33:03,830,50,44
268,반려동물 이동장 급처합니다,반려동물 이동장 판매합니다. 봉천동 근처 직거래 가능하고 사용감은 적은 편입니다.,반려동물용품,27000,봉천동,37.4820956674774,126.93974033287812,2026-05-11 23:26:03,169,13,10
269,전기밥솥 사용감 적어요,집 정리하면서 전기밥솥 내놓습니다. 청룡동에서 직거래 가능합니다.,생활가전,108000,청룡동,37.484275969046806,126.95074214982884,2026-05-22 08:38:03,132,11,10
270,플스5 게임 타이틀 급처합니다,플스5 게임 타이틀 판매합니다. 사당동 근처 직거래 가능하고 사용감은 적은 편입니다.,게임/취미,25000,사당동,37.47837183376989,126.97920166792721,2026-05-14 10:10:03,415,65,3
271,컴퓨터 책상 필요하신 분 가져가세요,컴퓨터 책상 상태 양호합니다. 흑석동 근처에서 시간 맞춰 거래 가능합니다.,가구/인테리어,83000,흑석동,37.5039195692317,126.96690372331895,2026-06-02 03:26:03,833,17,7
272,맨투맨 급처합니다,상도동 인근에서 거래 원합니다. 맨투맨 필요하신 분 연락 주세요.,의류,53000,상도동,37.50377428581512,126.92674987180693,2026-05-15 21:27:03,606,75,16
273,공기청정기 이사 정리합니다,낙성대동에서 거래 가능한 공기청정기입니다. 상태 좋고 빠른 거래 원합니다.,생활가전,209000,낙성대동,37.476131563772384,126.96084430847131,2026-06-02 16:03:03,61,21,36
274,강아지 하우스 필요하신 분 가져가세요,강아지 하우스 판매합니다. 상도동 근처 직거래 가능하고 사용감은 적은 편입니다.,반려동물용품,55000,상도동,37.494946494437315,126.93219176548845,2026-05-30 12:15:03,296,57,9
275,운동복 세트 이사 정리합니다,운동복 세트 상태 양호합니다. 상도동 근처에서 시간 맞춰 거래 가능합니다.,의류,76000,상도동,37.49659457806667,126.93484652516224,2026-06-04 15:15:03,402,17,26
276,화장품 정리함 판매합니다,상도동 인근에서 거래 원합니다. 화장품 정리함 필요하신 분 연락 주세요.,생활용품,35000,상도동,37.49781604418668,126.92870435684769,2026-05-19 02:10:03,944,72,32
277,에어팟 프로 급처합니다,신림동 인근에서 거래 원합니다. 에어팟 프로 필요하신 분 연락 주세요.,디지털기기,104000,신림동,37.489196057468114,126.93373979861734,2026-05-11 01:59:03,376,98,37
278,가습기 급처합니다,가습기 상태 양호합니다. 대학동 근처에서 시간 맞춰 거래 가능합니다.,생활가전,17000,대학동,37.474952060320916,126.9417154192094,2026-05-12 09:56:03,876,49,22
279,침대 프레임 급처합니다,사당동 인근에서 거래 원합니다. 침대 프레임 필요하신 분 연락 주세요.,가구/인테리어,283000,사당동,37.47723606486783,126.98223108890863,2026-05-18 16:47:03,727,45,36
280,운동화 거의 새상품입니다,집 정리하면서 운동화 내놓습니다. 낙성대동에서 직거래 가능합니다.,의류,29000,낙성대동,37.47706448514148,126.95360683496384,2026-06-03 16:18:03,626,28,1
281,레고 세트 상태 좋아요,레고 세트 판매합니다. 사당동 근처 직거래 가능하고 사용감은 적은 편입니다.,게임/취미,185000,사당동,37.4793436649882,126.98506480887579,2026-06-04 17:23:03,610,90,9
282,아령 사용감 적어요,아령 상태 양호합니다. 상도동 근처에서 시간 맞춰 거래 가능합니다.,스포츠/레저,11000,상도동,37.50408693532027,126.93391842525,2026-05-26 08:12:03,149,20,46
283,하네스 사용감 적어요,하네스 상태 양호합니다. 낙성대동 근처에서 시간 맞춰 거래 가능합니다.,반려동물용품,49000,낙성대동,37.477689501557826,126.95535351629991,2026-05-07 21:42:03,375,28,42
284,영어 회화책 거의 새상품입니다,영어 회화책 판매합니다. 낙성대동 근처 직거래 가능하고 사용감은 적은 편입니다.,도서,5000,낙성대동,37.47212382742927,126.9596238866745,2026-05-05 18:56:03,410,98,36
285,피규어 저렴하게 내놓습니다,피규어 판매합니다. 흑석동 근처 직거래 가능하고 사용감은 적은 편입니다.,게임/취미,94000,흑석동,37.51016186770241,126.9682307962454,2026-05-13 15:17:03,365,40,10
286,배드민턴 라켓 판매합니다,배드민턴 라켓 판매합니다. 대학동 근처 직거래 가능하고 사용감은 적은 편입니다.,스포츠/레저,36000,대학동,37.47280413587997,126.93228147457734,2026-05-14 15:10:03,272,100,6
287,사료 보관통 필요하신 분 가져가세요,집 정리하면서 사료 보관통 내놓습니다. 낙성대동에서 직거래 가능합니다.,반려동물용품,36000,낙성대동,37.48008806977566,126.96148729994476,2026-05-08 05:10:03,569,48,6
288,피규어 상태 좋아요,흑석동에서 거래 가능한 피규어입니다. 상태 좋고 빠른 거래 원합니다.,게임/취미,18000,흑석동,37.5072180820115,126.96747931267734,2026-05-27 17:12:03,277,13,4
289,게이밍 의자 저렴하게 내놓습니다,게이밍 의자 상태 양호합니다. 사당동 근처에서 시간 맞춰 거래 가능합니다.,가구/인테리어,197000,사당동,37.47324997194762,126.98549753270404,2026-05-08 01:47:03,41,55,41
290,사무용 의자 저렴하게 내놓습니다,사무용 의자 판매합니다. 사당동 근처 직거래 가능하고 사용감은 적은 편입니다.,가구/인테리어,68000,사당동,37.4742526476935,126.97941523073445,2026-05-22 18:57:03,749,93,34
291,나이키 후드티 판매합니다,나이키 후드티 상태 양호합니다. 상도동 근처에서 시간 맞춰 거래 가능합니다.,의류,77000,상도동,37.497545494489664,126.9326202022601,2026-06-01 16:09:03,13,54,5
292,그림 도구 급처합니다,봉천동에서 거래 가능한 그림 도구입니다. 상태 좋고 빠른 거래 원합니다.,게임/취미,31000,봉천동,37.48068353400117,126.94057467348507,2026-05-30 21:14:03,93,60,7
293,스크래쳐 거의 새상품입니다,스크래쳐 상태 양호합니다. 봉천동 근처에서 시간 맞춰 거래 가능합니다.,반려동물용품,29000,봉천동,37.482057752707945,126.93923295966682,2026-05-31 05:36:03,400,47,11
294,반려동물 이동장 급처합니다,반려동물 이동장 상태 양호합니다. 대학동 근처에서 시간 맞춰 거래 가능합니다.,반려동물용품,17000,대학동,37.469037913865456,126.93721449006007,2026-05-31 18:50:03,109,10,42
295,피규어 판매합니다,피규어 상태 양호합니다. 상도동 근처에서 시간 맞춰 거래 가능합니다.,게임/취미,117000,상도동,37.503416538694175,126.93076262281082,2026-05-05 23:49:03,897,60,36
296,헤어드라이기 판매합니다,낙성대동에서 거래 가능한 헤어드라이기입니다. 상태 좋고 빠른 거래 원합니다.,생활가전,62000,낙성대동,37.47222675900633,126.9543836852214,2026-05-31 12:19:03,837,24,8
297,아기 식탁의자 상태 좋아요,대학동 인근에서 거래 원합니다. 아기 식탁의자 필요하신 분 연락 주세요.,유아용품,37000,대학동,37.47416624180646,126.93699688177543,2026-06-03 04:57:03,416,70,20
298,블루투스 스피커 필요하신 분 가져가세요,집 정리하면서 블루투스 스피커 내놓습니다. 봉천동에서 직거래 가능합니다.,디지털기기,29000,봉천동,37.48684928166759,126.94222683759477,2026-05-31 22:55:03,606,97,6
299,선풍기 사용감 적어요,상도동 인근에서 거래 원합니다. 선풍기 필요하신 분 연락 주세요.,생활가전,59000,상도동,37.49632199728157,126.93002973958431,2026-05-16 01:56:03,633,60,2
300,통기타 판매합니다,상도동 인근에서 거래 원합니다. 통기타 필요하신 분 연락 주세요.,게임/취미,151000,상도동,37.49480232888593,126.93417385925305,2026-06-03 18:02:03,952,34,23
301,토익 교재 거의 새상품입니다,흑석동에서 거래 가능한 토익 교재입니다. 상태 좋고 빠른 거래 원합니다.,도서,12000,흑석동,37.506494199810085,126.96276772727705,2026-06-01 07:45:03,463,99,20
302,공기청정기 이사 정리합니다,집 정리하면서 공기청정기 내놓습니다. 청룡동에서 직거래 가능합니다.,생활가전,288000,청룡동,37.48411490392081,126.94835616967612,2026-05-12 00:37:03,392,7,32
303,멀티탭 상태 좋아요,멀티탭 판매합니다. 신림동 근처 직거래 가능하고 사용감은 적은 편입니다.,생활용품,9000,신림동,37.483764486671284,126.93318031069342,2026-05-08 10:39:03,69,31,2
304,슬랙스 사용감 적어요,슬랙스 상태 양호합니다. 흑석동 근처에서 시간 맞춰 거래 가능합니다.,의류,35000,흑석동,37.50868786739067,126.96306103432607,2026-05-16 13:49:03,41,30,23
305,목줄 사용감 적어요,목줄 판매합니다. 사당동 근처 직거래 가능하고 사용감은 적은 편입니다.,반려동물용품,29000,사당동,37.47445069376435,126.98046565670741,2026-05-08 08:45:03,860,88,5
306,수납장 급처합니다,수납장 판매합니다. 청룡동 근처 직거래 가능하고 사용감은 적은 편입니다.,가구/인테리어,72000,청룡동,37.48587138355729,126.95452199731535,2026-05-27 21:06:03,535,2,49
307,스크래쳐 상태 좋아요,스크래쳐 상태 양호합니다. 낙성대동 근처에서 시간 맞춰 거래 가능합니다.,반려동물용품,56000,낙성대동,37.48147024443368,126.9600274031129,2026-06-05 10:16:03,632,39,45
308,아기띠 필요하신 분 가져가세요,집 정리하면서 아기띠 내놓습니다. 사당동에서 직거래 가능합니다.,유아용품,84000,사당동,37.47557152539972,126.97762312102968,2026-05-30 03:13:03,703,66,39
309,공구 세트 거의 새상품입니다,대학동에서 거래 가능한 공구 세트입니다. 상태 좋고 빠른 거래 원합니다.,생활용품,71000,대학동,37.468211469079264,126.93891093775572,2026-06-03 07:15:03,665,41,17
310,정보처리기사 교재 상태 좋아요,청룡동에서 거래 가능한 정보처리기사 교재입니다. 상태 좋고 빠른 거래 원합니다.,도서,35000,청룡동,37.47759929508577,126.9479545527112,2026-05-08 22:07:03,686,40,43
311,반려동물 이동장 거의 새상품입니다,집 정리하면서 반려동물 이동장 내놓습니다. 상도동에서 직거래 가능합니다.,반려동물용품,59000,상도동,37.49803167049636,126.93313369289207,2026-05-13 15:55:03,735,73,12
312,담요 사용감 적어요,담요 판매합니다. 대학동 근처 직거래 가능하고 사용감은 적은 편입니다.,생활용품,47000,대학동,37.466879441396955,126.9343865185056,2026-05-08 00:21:03,310,12,30
313,청소도구 세트 사용감 적어요,청소도구 세트 판매합니다. 봉천동 근처 직거래 가능하고 사용감은 적은 편입니다.,생활용품,27000,봉천동,37.48646843549693,126.94031682429764,2026-05-28 17:37:03,324,53,50
314,입문용 드론 이사 정리합니다,집 정리하면서 입문용 드론 내놓습니다. 봉천동에서 직거래 가능합니다.,게임/취미,43000,봉천동,37.48232219682406,126.93854543804976,2026-05-08 20:55:03,604,79,4
315,헤어드라이기 거의 새상품입니다,상도동에서 거래 가능한 헤어드라이기입니다. 상태 좋고 빠른 거래 원합니다.,생활가전,24000,상도동,37.496032241523,126.93462393943337,2026-06-01 11:11:03,429,72,29
316,게이밍 의자 이사 정리합니다,게이밍 의자 판매합니다. 사당동 근처 직거래 가능하고 사용감은 적은 편입니다.,가구/인테리어,120000,사당동,37.47921193281215,126.97828605756582,2026-05-16 16:32:03,472,35,13
317,협탁 저렴하게 내놓습니다,협탁 상태 양호합니다. 낙성대동 근처에서 시간 맞춰 거래 가능합니다.,가구/인테리어,65000,낙성대동,37.471846691375795,126.95893782602843,2026-05-16 04:07:03,449,61,24
318,요가매트 사용감 적어요,청룡동에서 거래 가능한 요가매트입니다. 상태 좋고 빠른 거래 원합니다.,스포츠/레저,5000,청룡동,37.47932092260487,126.94872708223339,2026-05-15 18:17:03,241,88,22
319,수건 세트 거의 새상품입니다,낙성대동에서 거래 가능한 수건 세트입니다. 상태 좋고 빠른 거래 원합니다.,생활용품,7000,낙성대동,37.47704117643668,126.95793665230036,2026-05-27 08:03:03,755,66,38
320,스탠드 조명 이사 정리합니다,스탠드 조명 판매합니다. 사당동 근처 직거래 가능하고 사용감은 적은 편입니다.,가구/인테리어,31000,사당동,37.48144879524493,126.97871190229164,2026-05-06 05:31:03,243,28,46
321,맥북 에어 상태 좋아요,봉천동 인근에서 거래 원합니다. 맥북 에어 필요하신 분 연락 주세요.,디지털기기,1166000,봉천동,37.48531249663343,126.94283134777311,2026-05-11 16:08:03,907,81,16
